Year Month,State,Countym,Industry,Suspicious Activity,Count
2015,California,"Del Norte County, CA",Casino/Card Club - State Licensed Casino,[Total],2
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,9
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,1
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Other Casinos,1
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Other Structuring,6
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,1
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,10
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",1
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),2
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,6
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,15
2015,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,[Total],57
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,19
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,58
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Credit/Debit Card,5
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,5
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,2
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,12
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Casinos,337
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Fraud (Type),2
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Identification Documentation,2
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Money Laundering,2
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Structuring,177
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,5
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,7
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,6
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,1
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,4
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,8
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,1
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",1
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,10
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,35
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,1
2015,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,[Total],701
2015,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1
2015,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,3
2015,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,1
2015,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,[Total],5
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,26
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Other Identification Documentation,1
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,1
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,2
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,1
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,1
2015,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,[Total],35
2015,California,[Total],Casino/Card Club - State Licensed Casino,[Total],800
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,84
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,13
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,2
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Check,3
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,8
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Credit/Debit Card,4
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,11
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,10
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Forgeries,1
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Identity Theft,5
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,1
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,37
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Misuse of Position or Self-Dealing,1
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Casinos,80
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Fraud (Type),8
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Identification Documentation,6
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Money Laundering,3
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Mortgage Fraud,1
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,6
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Structuring,8
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,19
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,95
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,3
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,12
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,2
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,18
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,1
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,3
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,1
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),3
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",5
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,21
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,13
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,29
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Unauthorized Electronic Intrusion,3
2015,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,[Total],520
2015,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2015,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Casinos,1
2015,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Structuring,1
2015,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,[Total],3
2015,Colorado,[Total],Casino/Card Club - State Licensed Casino,[Total],523
2015,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,1
2015,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2015,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,1
2015,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Other Casinos,1
2015,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,1
2015,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,1
2015,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2015,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,1
2015,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,[Total],8
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Account Takeover,3
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,ACH,1
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,349
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,911
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Bribery or Gratuity,4
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,12
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Check,143
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,22
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,25
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,237
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Elder Financial Exploitation,2
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,33
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,94
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Foreclosure/Short Sale Fraud,1
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Forgeries,4
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Healthcare/Public or Private Health Insurance,1
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Identity Theft,21
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,16
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Known or Suspected Terrorist/Terrorist Organization,1
2015,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",4
