Id,Year,State,Countym,Industry,Suspicious Activity,Count,Lat,Long
236,2018,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Exchange of Currencies,5,33.345176,-112.49893
237,2018,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Use of Multiple Accounts,1,33.345176,-112.49893
238,2018,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious use of multiple transaction locations,11,33.345176,-112.49893
239,2018,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,1,33.345176,-112.49893
240,2018,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1,33.345176,-112.49893
241,2018,Arizona,Maricopa County, Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),2,33.345176,-112.49893
242,2018,Arizona,Maricopa County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",1,33.345176,-112.49893
243,2018,Arizona,Maricopa County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,80,33.345176,-112.49893
244,2018,Arizona,Maricopa County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,6,33.345176,-112.49893
245,2018,Arizona,Maricopa County, Tribal Authorized Casino,Two or More Individuals Working Together,25,33.345176,-112.49893
246,2018,Arizona,Maricopa County, Tribal Authorized Casino,Wire,2,33.345176,-112.49893
247,2019,Arizona,Maricopa County, Tribal Authorized Casino,Account Takeover,1,33.345176,-112.49893
248,2019,Arizona,Maricopa County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,2,33.345176,-112.49893
249,2019,Arizona,Maricopa County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,4,33.345176,-112.49893
250,2019,Arizona,Maricopa County, Tribal Authorized Casino,Changes Spelling or Arrangement of Name,17,33.345176,-112.49893
251,2019,Arizona,Maricopa County, Tribal Authorized Casino,Check,6,33.345176,-112.49893
252,2019,Arizona,Maricopa County, Tribal Authorized Casino,Chip Walking,8,33.345176,-112.49893
253,2019,Arizona,Maricopa County, Tribal Authorized Casino,Counterfeit Instrument,3,33.345176,-112.49893
254,2019,Arizona,Maricopa County, Tribal Authorized Casino,Credit/Debit Card,14,33.345176,-112.49893
255,2019,Arizona,Maricopa County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,13,33.345176,-112.49893
256,2019,Arizona,Maricopa County, Tribal Authorized Casino,Identity Theft,5,33.345176,-112.49893
257,2019,Arizona,Maricopa County, Tribal Authorized Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",1,33.345176,-112.49893
258,2019,Arizona,Maricopa County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,26,33.345176,-112.49893
259,2019,Arizona,Maricopa County, Tribal Authorized Casino,Misuse of Position or Self-Dealing,1,33.345176,-112.49893
260,2019,Arizona,Maricopa County, Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,14,33.345176,-112.49893
261,2019,Arizona,Maricopa County, Tribal Authorized Casino,Other Casinos,2,33.345176,-112.49893
262,2019,Arizona,Maricopa County, Tribal Authorized Casino,Other Fraud (Type),3,33.345176,-112.49893
263,2019,Arizona,Maricopa County, Tribal Authorized Casino,Other Gaming Activites,4,33.345176,-112.49893
264,2019,Arizona,Maricopa County, Tribal Authorized Casino,Other Identification Documentation,197,33.345176,-112.49893
265,2019,Arizona,Maricopa County, Tribal Authorized Casino,Other Money Laundering,8,33.345176,-112.49893
266,2019,Arizona,Maricopa County, Tribal Authorized Casino,Other Other Suspicious Activities,24,33.345176,-112.49893
267,2019,Arizona,Maricopa County, Tribal Authorized Casino,Other Structuring,82,33.345176,-112.49893
268,2019,Arizona,Maricopa County, Tribal Authorized Casino,Provided Questionable or False Documentation,8,33.345176,-112.49893
269,2019,Arizona,Maricopa County, Tribal Authorized Casino,Provided Questionable or False Identification,13,33.345176,-112.49893
270,2019,Arizona,Maricopa County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,9,33.345176,-112.49893
271,2019,Arizona,Maricopa County, Tribal Authorized Casino,Single Individual with Multiple Identities,9,33.345176,-112.49893
272,2019,Arizona,Maricopa County, Tribal Authorized Casino,Suspicion Concerning the Physical Condition of Funds,2,33.345176,-112.49893
273,2019,Arizona,Maricopa County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,46,33.345176,-112.49893
274,2019,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Exchange of Currencies,1,33.345176,-112.49893
275,2019,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1,33.345176,-112.49893
276,2019,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Use of Informal Value Transfer System,1,33.345176,-112.49893
277,2019,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Use of Multiple Accounts,1,33.345176,-112.49893
278,2019,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious use of multiple transaction locations,210,33.345176,-112.49893
279,2019,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,1,33.345176,-112.49893
280,2019,Arizona,Maricopa County, Tribal Authorized Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1,33.345176,-112.49893
281,2019,Arizona,Maricopa County, Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),4,33.345176,-112.49893
282,2019,Arizona,Maricopa County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",6,33.345176,-112.49893
283,2019,Arizona,Maricopa County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,"1,743",33.345176,-112.49893
284,2019,Arizona,Maricopa County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,23,33.345176,-112.49893
285,2019,Arizona,Maricopa County, Tribal Authorized Casino,Transaction(s) Involving Foreign High Risk Jurisdiction,1,33.345176,-112.49893
286,2019,Arizona,Maricopa County, Tribal Authorized Casino,Two or More Individuals Working Together,581,33.345176,-112.49893
287,2019,Arizona,Maricopa County, Tribal Authorized Casino,Unknown Source of Chips,1,33.345176,-112.49893
288,2019,Arizona,Maricopa County, Tribal Authorized Casino,Unlicensed or Unregistered MSB,2,33.345176,-112.49893
289,2019,Arizona,Maricopa County, Tribal Authorized Casino,Wire,1,33.345176,-112.49893
290,2014,Arizona,Pima County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,32.128043,-111.783657
291,2014,Arizona,Pima County, Tribal Authorized Casino,Changes Spelling or Arrangement of Name,1,32.128043,-111.783657
292,2014,Arizona,Pima County, Tribal Authorized Casino,Check,5,32.128043,-111.783657
293,2014,Arizona,Pima County, Tribal Authorized Casino,Counterfeit Instrument,7,32.128043,-111.783657
294,2014,Arizona,Pima County, Tribal Authorized Casino,Credit/Debit Card,5,32.128043,-111.783657
295,2014,Arizona,Pima County, Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,2,32.128043,-111.783657
296,2014,Arizona,Pima County, Tribal Authorized Casino,Embezzlement/Theft/Disappearance of Funds,1,32.128043,-111.783657
297,2014,Arizona,Pima County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,3,32.128043,-111.783657
298,2014,Arizona,Pima County, Tribal Authorized Casino,Forgeries,1,32.128043,-111.783657
299,2014,Arizona,Pima County, Tribal Authorized Casino,Identity Theft,4,32.128043,-111.783657
300,2014,Arizona,Pima County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,4,32.128043,-111.783657
301,2014,Arizona,Pima County, Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,1,32.128043,-111.783657
302,2014,Arizona,Pima County, Tribal Authorized Casino,Other Casinos,2,32.128043,-111.783657
303,2014,Arizona,Pima County, Tribal Authorized Casino,Other Fraud (Type),1,32.128043,-111.783657
304,2014,Arizona,Pima County, Tribal Authorized Casino,Other Identification Documentation,1,32.128043,-111.783657
305,2014,Arizona,Pima County, Tribal Authorized Casino,Other Money Laundering,1,32.128043,-111.783657
306,2014,Arizona,Pima County, Tribal Authorized Casino,Other Other Suspicious Activities,2,32.128043,-111.783657
307,2014,Arizona,Pima County, Tribal Authorized Casino,Provided Questionable or False Documentation,4,32.128043,-111.783657
308,2014,Arizona,Pima County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,10,32.128043,-111.783657
309,2014,Arizona,Pima County, Tribal Authorized Casino,Single Individual with Multiple Identities,4,32.128043,-111.783657
310,2014,Arizona,Pima County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,2,32.128043,-111.783657
311,2014,Arizona,Pima County, Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,2,32.128043,-111.783657
312,2014,Arizona,Pima County, Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,1,32.128043,-111.783657
313,2014,Arizona,Pima County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",1,32.128043,-111.783657
314,2014,Arizona,Pima County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,1,32.128043,-111.783657
315,2014,Arizona,Pima County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,3,32.128043,-111.783657
316,2014,Arizona,Pima County, Tribal Authorized Casino,Two or More Individuals Working Together,6,32.128043,-111.783657
317,2015,Arizona,Pima County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,7,32.128043,-111.783657
318,2015,Arizona,Pima County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,4,32.128043,-111.783657
319,2015,Arizona,Pima County, Tribal Authorized Casino,Check,1,32.128043,-111.783657
320,2015,Arizona,Pima County, Tribal Authorized Casino,Credit/Debit Card,1,32.128043,-111.783657
321,2015,Arizona,Pima County, Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,4,32.128043,-111.783657
322,2015,Arizona,Pima County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,5,32.128043,-111.783657
323,2015,Arizona,Pima County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,5,32.128043,-111.783657
324,2015,Arizona,Pima County, Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,1,32.128043,-111.783657
325,2015,Arizona,Pima County, Tribal Authorized Casino,Other Casinos,2,32.128043,-111.783657
326,2015,Arizona,Pima County, Tribal Authorized Casino,Other Fraud (Type),1,32.128043,-111.783657
327,2015,Arizona,Pima County, Tribal Authorized Casino,Provided Questionable or False Documentation,5,32.128043,-111.783657
328,2015,Arizona,Pima County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,6,32.128043,-111.783657
329,2015,Arizona,Pima County, Tribal Authorized Casino,Single Individual with Multiple Identities,1,32.128043,-111.783657
330,2015,Arizona,Pima County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,4,32.128043,-111.783657
331,2015,Arizona,Pima County, Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,3,32.128043,-111.783657
332,2015,Arizona,Pima County, Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),2,32.128043,-111.783657
333,2015,Arizona,Pima County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",1,32.128043,-111.783657
334,2015,Arizona,Pima County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,2,32.128043,-111.783657
335,2015,Arizona,Pima County, Tribal Authorized Casino,Two or More Individuals Working Together,3,32.128043,-111.783657
336,2016,Arizona,Pima County, Tribal Authorized Casino,Account Takeover,1,32.128043,-111.783657
337,2016,Arizona,Pima County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,32.128043,-111.783657
338,2016,Arizona,Pima County, Tribal Authorized Casino,Changes Spelling or Arrangement of Name,1,32.128043,-111.783657
339,2016,Arizona,Pima County, Tribal Authorized Casino,Check,2,32.128043,-111.783657
340,2016,Arizona,Pima County, Tribal Authorized Casino,Counterfeit Instrument,1,32.128043,-111.783657
341,2016,Arizona,Pima County, Tribal Authorized Casino,Credit/Debit Card,10,32.128043,-111.783657
342,2016,Arizona,Pima County, Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,3,32.128043,-111.783657
343,2016,Arizona,Pima County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,4,32.128043,-111.783657
344,2016,Arizona,Pima County, Tribal Authorized Casino,Forgeries,1,32.128043,-111.783657
345,2016,Arizona,Pima County, Tribal Authorized Casino,Identity Theft,2,32.128043,-111.783657
346,2016,Arizona,Pima County, Tribal Authorized Casino,Inquiry about End of Business Day,3,32.128043,-111.783657
347,2016,Arizona,Pima County, Tribal Authorized Casino,Mail,1,32.128043,-111.783657
348,2016,Arizona,Pima County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,3,32.128043,-111.783657
349,2016,Arizona,Pima County, Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,3,32.128043,-111.783657
350,2016,Arizona,Pima County, Tribal Authorized Casino,Other Casinos,5,32.128043,-111.783657
351,2016,Arizona,Pima County, Tribal Authorized Casino,Other Structuring,1,32.128043,-111.783657
352,2016,Arizona,Pima County, Tribal Authorized Casino,Provided Questionable or False Documentation,8,32.128043,-111.783657
353,2016,Arizona,Pima County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,6,32.128043,-111.783657
354,2016,Arizona,Pima County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,2,32.128043,-111.783657
355,2016,Arizona,Pima County, Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,4,32.128043,-111.783657
356,2016,Arizona,Pima County, Tribal Authorized Casino,Two or More Individuals Working Together,5,32.128043,-111.783657
357,2017,Arizona,Pima County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,5,32.128043,-111.783657
358,2017,Arizona,Pima County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,3,32.128043,-111.783657
359,2017,Arizona,Pima County, Tribal Authorized Casino,Bribery or Gratuity,1,32.128043,-111.783657
360,2017,Arizona,Pima County, Tribal Authorized Casino,Check,22,32.128043,-111.783657
361,2017,Arizona,Pima County, Tribal Authorized Casino,Credit/Debit Card,40,32.128043,-111.783657
362,2017,Arizona,Pima County, Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1,32.128043,-111.783657
363,2017,Arizona,Pima County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,4,32.128043,-111.783657
364,2017,Arizona,Pima County, Tribal Authorized Casino,Inquiry about End of Business Day,1,32.128043,-111.783657
365,2017,Arizona,Pima County, Tribal Authorized Casino,Other Casinos,3,32.128043,-111.783657
366,2017,Arizona,Pima County, Tribal Authorized Casino,Other Fraud (Type),4,32.128043,-111.783657
367,2017,Arizona,Pima County, Tribal Authorized Casino,Other Other Suspicious Activities,5,32.128043,-111.783657
368,2017,Arizona,Pima County, Tribal Authorized Casino,Provided Questionable or False Documentation,10,32.128043,-111.783657
